Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,14,14,
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,8/1/21,8/31/21,By Month,2021,8,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,17,17,
2/13/22,9/1/21,9/30/21,By Month,2021,9,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,43,44,
2/13/22,10/1/21,10/31/21,By Month,2021,10,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,20,24,
2/13/22,11/1/21,11/30/21,By Month,2021,11,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,12/1/21,12/31/21,By Month,2021,12,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,10,12,
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,12,12,
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,0,0,
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,15,15,
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,17,18,
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,16,17,
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,19,20,
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,50,56,
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,63,70,
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,26,29,
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,11,11,
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,10,10,
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,8/1/21,8/31/21,By Month,2021,8,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,14,17,
2/13/22,9/1/21,9/30/21,By Month,2021,9,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,18,18,
2/13/22,10/1/21,10/31/21,By Month,2021,10,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,10,10,
2/13/22,11/1/21,11/30/21,By Month,2021,11,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,12/1/21,12/31/21,By Month,2021,12,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,11,12,
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,0,0,
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,8/1/21,8/31/21,By Month,2021,8,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,9/1/21,9/30/21,By Month,2021,9,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,10/1/21,10/31/21,By Month,2021,10,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,11/1/21,11/30/21,By Month,2021,11,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,12/1/21,12/31/21,By Month,2021,12,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,21,23,
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,29,32,
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,23,23,
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,43,46,
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,56,58,
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,64,71,
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,64,67,
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,80,83,
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,157,171,
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,253,277,
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,117,132,
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,63,68,
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,33,35,
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,61,65,
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,21,23,
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,22,24,
